"Street","Description","Barangay","City","Province","Classification","Zonal Value"
"VISTANA PEARL RESIDENCES","","DAY-AS","CEBU","CEBU","RESIDENTIAL CONDOMINIUM","122,500.00"
"VISTANA PEARL RESIDENCES","","DAY-AS","CEBU","CEBU","RESIDENTIAL REGULAR","195,250.00"
"VISTANA PEARL RESIDENCES","","DAY-AS","CEBU","CEBU","PARKING SLOT","83,500.00"
"ALL OTHER  CONDOMINIUMS","","DAY-AS","CEBU","CEBU","COMMERCIAL CONDOMINIUM","132,000.00"
"ALL OTHER  CONDOMINIUMS","","DAY-AS","CEBU","CEBU","RESIDENTIAL CONDOMINIUM","117,500.00"
"ALL OTHER  CONDOMINIUMS","","DAY-AS","CEBU","CEBU","PARKING SLOT","72,500.00"
"ALL AREAS","ALONG BARANGAY ROAD","GUBA","CEBU","CEBU","RESIDENTIAL REGULAR","1,835.00"
"ALL AREAS","ALONG BARANGAY ROAD","GUBA","CEBU","CEBU","OTHER AGRICULTURAL LANDS","1,207.00"
"ALL AREAS","INTERIOR","GUBA","CEBU","CEBU","RESIDENTIAL REGULAR","1,025.00"
"ALL AREAS","INTERIOR","GUBA","CEBU","CEBU","OTHER AGRICULTURAL LANDS","980.00"
"STREETS WITHIN CBP UNDER THIS BRGY:","LOT NO. 2","HIPODROMO","CEBU","CEBU","RESIDENTIAL REGULAR","195,250.00"
"(APO ST, AYALA ROAD, PESCADORES ST,","LOT NOS. 5-16","HIPODROMO","CEBU","CEBU","RESIDENTIAL REGULAR","195,250.00"
"BORACAY ROAD, SUMILON ROAD,","LOT NOS. 17-23","HIPODROMO","CEBU","CEBU","RESIDENTIAL REGULAR","195,250.00"
"PANGLAO ROAD, PANAY ROAD,","LOT NOS 25-27","HIPODROMO","CEBU","CEBU","RESIDENTIAL REGULAR","195,250.00"
"SAMAR LOOP, LEYTE LOOP,","LOT NOS. 24,28-32,& 34","HIPODROMO","CEBU","CEBU","RESIDENTIAL REGULAR","195,250.00"
"CAMOTES LOOP, NEGROS, MC CREWVILLE,","LOT 35-37","HIPODROMO","CEBU","CEBU","RESIDENTIAL REGULAR","195,250.00"
"BANTAYAN RD. MINDANAO, BOHOL,","LOT NOS 39-41","HIPODROMO","CEBU","CEBU","RESIDENTIAL REGULAR","195,250.00"
"BILIRAN ST.,  MACTAN ST.,AYALA RD.)","LOT NOS 42-52","HIPODROMO","CEBU","CEBU","RESIDENTIAL REGULAR","195,250.00"
"BILIRAN ST.,  MACTAN ST.,AYALA RD.)","LOT NO. 55","HIPODROMO","CEBU","CEBU","COMMERCIAL CONDOMINIUM","214,845.00"
"BILIRAN ST.,  MACTAN ST.,AYALA RD.)","LOT NO. 55","HIPODROMO","CEBU","CEBU","RESIDENTIAL REGULAR","195,250.00"
"BILIRAN ST.,  MACTAN ST.,AYALA RD.)","LOT NOS 58, 60-64","HIPODROMO","CEBU","CEBU","RESIDENTIAL REGULAR","195,250.00"
"BILIRAN ST.,  MACTAN ST.,AYALA RD.)","LOT NOS. 65-75","HIPODROMO","CEBU","CEBU","RESIDENTIAL REGULAR","195,250.00"
"ALL STREETS","LOTS ABOVE","HIPODROMO","CEBU","CEBU","COMMERCIAL REGULAR","207,000.00"
"GEN. MAXILOM AVENUE","","HIPODROMO","CEBU","CEBU","COMMERCIAL REGULAR","105,112.50"
"ACCESS ROAD TO AYALA","MJ CUENCO AVENUE","HIPODROMO","CEBU","CEBU","COMMERCIAL REGULAR","100,250.00"
"ROAD TO HIPODROMO","","HIPODROMO","CEBU","CEBU","COMMERCIAL REGULAR","54,000.00"
"ROAD TO HIPODROMO","","HIPODROMO","CEBU","CEBU","RESIDENTIAL REGULAR","40,500.00"
"ALL OTHER STREETS","","HIPODROMO","CEBU","CEBU","COMMERCIAL REGULAR","35,000.00"
"ALL OTHER STREETS","","HIPODROMO","CEBU","CEBU","RESIDENTIAL REGULAR","32,550.00"
"HIPODROMO VILLAGE","ALL STREETS","HIPODROMO","CEBU","CEBU","COMMERCIAL REGULAR","56,000.00"
"HIPODROMO VILLAGE","ALL STREETS","HIPODROMO","CEBU","CEBU","RESIDENTIAL REGULAR","40,500.00"
"1016 RESIDENCES","LUZON AVENUE","HIPODROMO","CEBU","CEBU","COMMERCIAL CONDOMINIUM","214,845.00"
"1016 RESIDENCES","LUZON AVENUE","HIPODROMO","CEBU","CEBU","RESIDENTIAL CONDOMINIUM","188,965.00"
"1016 RESIDENCES","LUZON AVENUE","HIPODROMO","CEBU","CEBU","PARKING SLOT","107,500.00"
"ALL ASIA PROPERTIES CONDO","","HIPODROMO","CEBU","CEBU","COMMERCIAL CONDOMINIUM","127,000.00"
"AVALON CONDO","","HIPODROMO","CEBU","CEBU","RESIDENTIAL CONDOMINIUM","249,000.00"
"AVALON CONDO","","HIPODROMO","CEBU","CEBU","RESIDENTIAL CONDOMINIUM","133,000.00"
"AVALON CONDO","","HIPODROMO","CEBU","CEBU","PARKING SLOT","78,000.00"
"AYALA FGU","","HIPODROMO","CEBU","CEBU","COMMERCIAL CONDOMINIUM","171,000.00"
"AYALA FGU","","HIPODROMO","CEBU","CEBU","PARKING SLOT","66,500.00"
"CALYX RESIDENCES","LEYTE LOOP","HIPODROMO","CEBU","CEBU","RESIDENTIAL CONDOMINIUM","158,500.00"
"CALYX RESIDENCES","LEYTE LOOP","HIPODROMO","CEBU","CEBU","PARKING SLOT","91,100.00"
"CEBU BUSINESS CENTER","","HIPODROMO","CEBU","CEBU","COMMERCIAL CONDOMINIUM","160,500.00"
"CEBU FINANCIAL TOWER","","HIPODROMO","CEBU","CEBU","COMMERCIAL CONDOMINIUM","127,000.00"
"CEBU HOLDING CENTER","","HIPODROMO","CEBU","CEBU","COMMERCIAL CONDOMINIUM","127,000.00"
"FIRST ABACUS FINANCIAL TOWER CONDO","","HIPODROMO","CEBU","CEBU","COMMERCIAL CONDOMINIUM","127,000.00"
"KEPPEL CENTER CONDOMINIUM(MONTE DE PEIDAD CONDO)","","HIPODROMO","CEBU","CEBU","COMMERCIAL CONDOMINIUM","171,000.00"
"KEPPEL CENTER CONDOMINIUM(MONTE DE PEIDAD CONDO)","","HIPODROMO","CEBU","CEBU","PARKING SLOT","56,500.00"
"LUCIMA RESIDENCES","SAMAR LOOP","HIPODROMO","CEBU","CEBU","COMMERCIAL CONDOMINIUM","249,000.00"
"LUCIMA RESIDENCES","SAMAR LOOP","HIPODROMO","CEBU","CEBU","RESIDENTIAL CONDOMINIUM","208,000.00"
"LUCIMA RESIDENCES","SAMAR LOOP","HIPODROMO","CEBU","CEBU","PARKING SLOT","110,000.00"
"PARK POINT RESIDENCES CONDO","LUZON AVENUE","HIPODROMO","CEBU","CEBU","RESIDENTIAL CONDOMINIUM","190,500.00"
"PARK POINT RESIDENCES CONDO","LUZON AVENUE","HIPODROMO","CEBU","CEBU","COMMERCIAL REGULAR","243,000.00"
"PARK POINT RESIDENCES CONDO","LUZON AVENUE","HIPODROMO","CEBU","CEBU","PARKING SLOT","110,000.00"
"PARK TOWER CONDOMINIUM I & II","","HIPODROMO","CEBU","CEBU","RESIDENTIAL CONDOMINIUM","127,000.00"
"SEDONA PARC BY ALVEO","LEYTE LOOP","HIPODROMO","CEBU","CEBU","COMMERCIAL CONDOMINIUM","174,500.00"
"SEDONA PARC BY ALVEO","LEYTE LOOP","HIPODROMO","CEBU","CEBU","RESIDENTIAL CONDOMINIUM","152,500.00"
"SEDONA PARC BY ALVEO","LEYTE LOOP","HIPODROMO","CEBU","CEBU","PARKING SLOT","100,000.00"
"SOLINEA TOWERS 1 TO 5","CARDINAL ROSALES AVE","HIPODROMO","CEBU","CEBU","COMMERCIAL CONDOMINIUM","180,000.00"
"SOLINEA TOWERS 1 TO 5","CARDINAL ROSALES AVE","HIPODROMO","CEBU","CEBU","RESIDENTIAL CONDOMINIUM","157,000.00"
"SOLINEA TOWERS 1 TO 5","CARDINAL ROSALES AVE","HIPODROMO","CEBU","CEBU","PARKING SLOT","100,000.00"
"THE ALCOVES AYALA PREMIER","LUZON AVENUE","HIPODROMO","CEBU","CEBU","COMMERCIAL CONDOMINIUM","243,000.00"
"THE ALCOVES AYALA PREMIER","LUZON AVENUE","HIPODROMO","CEBU","CEBU","RESIDENTIAL CONDOMINIUM","207,000.00"
"THE ALCOVES AYALA PREMIER","LUZON AVENUE","HIPODROMO","CEBU","CEBU","PARKING SLOT","110,000.00"
"ALL OTHER CONDOMINIUMS","","HIPODROMO","CEBU","CEBU","COMMERCIAL CONDOMINIUM","167,500.00"
"ALL OTHER CONDOMINIUMS","","HIPODROMO","CEBU","CEBU","RESIDENTIAL CONDOMINIUM","142,500.00"
"ALL OTHER CONDOMINIUMS","","HIPODROMO","CEBU","CEBU","PARKING SLOT","87,500.00"
"SANCIANGKO ST","OSMENA BLVD-GEN JUNQUERA ST","KALUBIHAN","CEBU","CEBU","COMMERCIAL REGULAR","77,000.00"
"COLON ST","OSMENA BLVD-GEN JUNQUERA ST","KALUBIHAN","CEBU","CEBU","COMMERCIAL REGULAR","118,500.00"
"PRES. OSMENA BLVD","V GULLAS ST-SANCIANGKO","KALUBIHAN","CEBU","CEBU","COMMERCIAL REGULAR","122,500.00"
"PRES. OSMENA BLVD","V GULLAS ST-SANCIANGKO","KALUBIHAN","CEBU","CEBU","COMMERCIAL REGULAR","118,500.00"
"PELAEZ ST","COLON ST-SANCIANGKO ST","KALUBIHAN","CEBU","CEBU","COMMERCIAL REGULAR","118,500.00"
"GEN JUNQUERA ST","COLON ST-SANCIANGKO ST","KALUBIHAN","CEBU","CEBU","COMMERCIAL REGULAR","118,500.00"
"ALL OTHER STREETS","","KALUBIHAN","CEBU","CEBU","COMMERCIAL REGULAR","77,000.00"
"INTERIOR AREAS","","KALUBIHAN","CEBU","CEBU","RESIDENTIAL REGULAR","28,000.00"
"148 RESIDENCES (JOHNDORF)","PELAEZ ST., CEBU CITY","KALUBIHAN","CEBU","CEBU","COMMERCIAL CONDOMINIUM","122,500.00"
"148 RESIDENCES (JOHNDORF)","PELAEZ ST., CEBU CITY","KALUBIHAN","CEBU","CEBU","RESIDENTIAL CONDOMINIUM","117,500.00"
"148 RESIDENCES (JOHNDORF)","PELAEZ ST., CEBU CITY","KALUBIHAN","CEBU","CEBU","PARKING SLOT","72,500.00"
"ALL OTHER CONDOMINIUMS","","KALUBIHAN","CEBU","CEBU","COMMERCIAL CONDOMINIUM","122,500.00"
"ALL OTHER CONDOMINIUMS","","KALUBIHAN","CEBU","CEBU","RESIDENTIAL CONDOMINIUM","102,500.00"
"ALL OTHER CONDOMINIUMS","","KALUBIHAN","CEBU","CEBU","PARKING SLOT","67,500.00"
"ALL OTHER CONDOMINIUMS","P DEL ROSARIO-BONIFACIO","KAMAGAYAN","CEBU","CEBU","COMMERCIAL REGULAR","116,500.00"
"ALL OTHER CONDOMINIUMS","BONIFACIO-SANCIAGNGCO ST","KAMAGAYAN","CEBU","CEBU","COMMERCIAL REGULAR","116,500.00"
"DON PEDRO CUI EXT","P DEL ROSARIO-JAKOSALEM (LANDO","KAMAGAYAN","CEBU","CEBU","COMMERCIAL REGULAR","97,500.00"
"JUNQUERA ST","P DEL ROSARIO-SANCIANGKO","KAMAGAYAN","CEBU","CEBU","COMMERCIAL REGULAR","116,500.00"
"P DEL ROSARIO ST","JUNQUERA-JAKOSALEM","KAMAGAYAN","CEBU","CEBU","COMMERCIAL REGULAR","119,375.00"
"P DEL ROSARIO ST","PRES OSMENA-JUNQUERA","KAMAGAYAN","CEBU","CEBU","COMMERCIAL REGULAR","134,750.00"
"P DEL ROSARIO ST","PRES OSMENA-JUNQUERA","KAMAGAYAN","CEBU","CEBU","COMMERCIAL REGULAR","119,375.00"
"PELAEZ ST","CREED ALLEY","KAMAGAYAN","CEBU","CEBU","COMMERCIAL REGULAR","116,500.00"
"PELAEZ ST","P DEL ROSARIO-SANCIANGKO (R LAND","KAMAGAYAN","CEBU","CEBU","COMMERCIAL REGULAR","116,500.00"
"PELAEZ ST","STA RITA ALLEY CREEK","KAMAGAYAN","CEBU","CEBU","COMMERCIAL REGULAR","116,500.00"
"PRES OSMENA BLVD","P DEL ROSARIO-SANCIANGKO","KAMAGAYAN","CEBU","CEBU","COMMERCIAL REGULAR","134,750.00"
"SANCIANGKO ST","OSMENA-JUNQUERA","KAMAGAYAN","CEBU","CEBU","COMMERCIAL REGULAR","132,250.00"
"SANCIANGKO ST","JUNQUERA ST-D JAKOSALEM","KAMAGAYAN","CEBU","CEBU","COMMERCIAL REGULAR","132,250.00"
"ALL OTHER STREETS","","KAMAGAYAN","CEBU","CEBU","COMMERCIAL REGULAR","97,500.00"
"INTERIOR AREAS","","KAMAGAYAN","CEBU","CEBU","RESIDENTIAL REGULAR","29,375.00"
"A MORALES","ESCARIO -CS ROSAL","KAMPUTHAW","CEBU","CEBU","COMMERCIAL REGULAR","76,000.00"
"A TOJONG","CS ROSAL- A REYES","KAMPUTHAW","CEBU","CEBU","COMMERCIAL REGULAR","75,500.00"
"ABANDONED ROAD","","KAMPUTHAW","CEBU","CEBU","COMMERCIAL REGULAR","76,000.00"
"ABANDONED ROAD","","KAMPUTHAW","CEBU","CEBU","RESIDENTIAL REGULAR","73,000.00"
"ACACIA ST","SAMPAGUITA","KAMPUTHAW","CEBU","CEBU","COMMERCIAL REGULAR","76,000.00"
"ACACIA ST","SAMPAGUITA","KAMPUTHAW","CEBU","CEBU","RESIDENTIAL REGULAR","73,000.00"
"ALONG MAGELLAN HOTEL","LOT NOS 14 & 15","KAMPUTHAW","CEBU","CEBU","COMMERCIAL REGULAR","100,500.00"
"ALONG MAGELLAN HOTEL","LOT NO. 16","KAMPUTHAW","CEBU","CEBU","COMMERCIAL REGULAR","181,500.00"
"ALONG MAGELLAN HOTEL","LOT NO. 16","KAMPUTHAW","CEBU","CEBU","COMMERCIAL REGULAR","100,500.00"
"ALONG MAGELLAN HOTEL","LOT NOS 17 & 19","KAMPUTHAW","CEBU","CEBU","COMMERCIAL REGULAR","100,500.00"
"ALONG MAGELLAN HOTEL","LOT NOS 20-22","KAMPUTHAW","CEBU","CEBU","COMMERCIAL REGULAR","100,500.00"
"ALONG MAGELLAN HOTEL","LOT NOS 23-27","KAMPUTHAW","CEBU","CEBU","COMMERCIAL REGULAR","100,500.00"
"ALONG MAGELLAN HOTEL","LOT NOS 28-32","KAMPUTHAW","CEBU","CEBU","COMMERCIAL REGULAR","100,500.00"
"ACCESS RD CEBU BUS. PARK","","KAMPUTHAW","CEBU","CEBU","COMMERCIAL REGULAR","90,500.00"
"ACCESS RD TO AYALA","","KAMPUTHAW","CEBU","CEBU","COMMERCIAL REGULAR","91,000.00"
"APITONG ST","","KAMPUTHAW","CEBU","CEBU","RESIDENTIAL REGULAR","55,500.00"
"ACCESS RD CEBU BUS. PARK","","KAMPUTHAW","CEBU","CEBU","COMMERCIAL REGULAR","78,000.00"
"ARCH REYES","GORORDO-ESCARIO","KAMPUTHAW","CEBU","CEBU","COMMERCIAL REGULAR","100,500.00"
"CS ROSAL ST","A. MORALES","KAMPUTHAW","CEBU","CEBU","COMMERCIAL REGULAR","85,500.00"
"CEBU BUSINESS PARK","LOT NOS 1-13","KAMPUTHAW","CEBU","CEBU","COMMERCIAL REGULAR","181,500.00"
"D JAKOSALEM ST","GEN MAXILOM-GORORDO AVE","KAMPUTHAW","CEBU","CEBU","COMMERCIAL REGULAR","81,500.00"
"DON JOSE AVILA ST","TOJONG-ARCHBISHOP REYES AVE","KAMPUTHAW","CEBU","CEBU","COMMERCIAL REGULAR","81,500.00"
"DON JOSE AVILA ST","RD-PERPETUAL SUC HOSPITAL","KAMPUTHAW","CEBU","CEBU","COMMERCIAL REGULAR","78,500.00"
"DON JOSE AVILA ST","PERPETUAL HOSP-V ESCARIO ST","KAMPUTHAW","CEBU","CEBU","COMMERCIAL REGULAR","78,500.00"
"DON JOSE AVILA ST","CAPITOL SITE BDRY-MA CRISTINA","KAMPUTHAW","CEBU","CEBU","RESIDENTIAL REGULAR","103,500.00"
"DON JOSE AVILA ST","CAPITOL SITE BDRY-MA CRISTINA","KAMPUTHAW","CEBU","CEBU","RESIDENTIAL REGULAR","73,000.00"
"DORIA SOLON PVT ROAD","","KAMPUTHAW","CEBU","CEBU","COMMERCIAL REGULAR","42,500.00"
"DORIA SOLON PVT ROAD","","KAMPUTHAW","CEBU","CEBU","RESIDENTIAL REGULAR","33,000.00"
"DR. L. TOJONG ST (TINDALO ST)","","KAMPUTHAW","CEBU","CEBU","COMMERCIAL REGULAR","43,500.00"
"DR. L. TOJONG ST (TINDALO ST)","","KAMPUTHAW","CEBU","CEBU","RESIDENTIAL REGULAR","34,500.00"
"ELIZABETH POND ST","","KAMPUTHAW","CEBU","CEBU","COMMERCIAL REGULAR","68,500.00"
"ELIZABETH POND EXT","","KAMPUTHAW","CEBU","CEBU","COMMERCIAL REGULAR","68,500.00"
"ELIZABETH POND EXT","","KAMPUTHAW","CEBU","CEBU","RESIDENTIAL REGULAR","63,000.00"
"FATHER R. RHAMAN ST","","KAMPUTHAW","CEBU","CEBU","COMMERCIAL REGULAR","70,000.00"
"GEN MAXILOM ST","J OSMENA-JAKOSALEM","KAMPUTHAW","CEBU","CEBU","COMMERCIAL REGULAR","103,500.00"
"GEN MAXILOM ST","JAKOSALEM-GORORDO","KAMPUTHAW","CEBU","CEBU","COMMERCIAL REGULAR","103,500.00"
"GEN MAXILOM ST","ECHAVES-ROM CATH CEM","KAMPUTHAW","CEBU","CEBU","COMMERCIAL REGULAR","96,500.00"
"GONZALES PVT ROAD","","KAMPUTHAW","CEBU","CEBU","RESIDENTIAL REGULAR","35,000.00"
"GORORDO AVE","N ESCARIO -G MAXILOM AVE","KAMPUTHAW","CEBU","CEBU","COMMERCIAL REGULAR","100,000.00"
"GORORDO AVE","PADGET-N ESCARIO ST    (PADGET GEN)","KAMPUTHAW","CEBU","CEBU","COMMERCIAL REGULAR","97,500.00"
"JOSE R. REYES ST","","KAMPUTHAW","CEBU","CEBU","RESIDENTIAL REGULAR","67,000.00"
"JUANA OSMENA ST","ABOITIZ -GEN MAXILOM","KAMPUTHAW","CEBU","CEBU","RESIDENTIAL REGULAR","74,000.00"
"JUANA OSMENA ST","ABOITIZ -GEN MAXILOM","KAMPUTHAW","CEBU","CEBU","COMMERCIAL REGULAR","74,000.00"
"JUANA OSMENA ST","J OSMENA EXT-ESCARIO","KAMPUTHAW","CEBU","CEBU","COMMERCIAL REGULAR","74,000.00"
"JUANA OSMENA ST","J OSMENA EXT-ESCARIO","KAMPUTHAW","CEBU","CEBU","RESIDENTIAL REGULAR","69,000.00"
"JUANA OSMENA ST","ESCARIO-ABOITIZ","KAMPUTHAW","CEBU","CEBU","COMMERCIAL REGULAR","74,000.00"
"JUANA OSMENA ST","ESCARIO-ABOITIZ","KAMPUTHAW","CEBU","CEBU","RESIDENTIAL REGULAR","69,000.00"
"JUANA OSMENA ST","J OSMENA EXT-PUROK 8","KAMPUTHAW","CEBU","CEBU","COMMERCIAL REGULAR","69,500.00"
"JUANA OSMENA ST","J OSMENA EXT-PUROK 8","KAMPUTHAW","CEBU","CEBU","RESIDENTIAL REGULAR","64,000.00"
"JUANA OSMENA EXT 1-4","","KAMPUTHAW","CEBU","CEBU","COMMERCIAL REGULAR","68,000.00"
"JUANA OSMENA EXT 1-4","","KAMPUTHAW","CEBU","CEBU","RESIDENTIAL REGULAR","63,000.00"
"KAMAGONG ST","ARCH REYES AVE","KAMPUTHAW","CEBU","CEBU","COMMERCIAL REGULAR","69,000.00"
"KAMAGONG ST","ARCH REYES AVE","KAMPUTHAW","CEBU","CEBU","RESIDENTIAL REGULAR","64,000.00"
"GUTIANUY ST","","KAMPUTHAW","CEBU","CEBU","COMMERCIAL REGULAR","70,000.00"
"MA CRISTINA ST","","KAMPUTHAW","CEBU","CEBU","COMMERCIAL REGULAR","69,500.00"
"MANALO ST","PD-INC CHURCH","KAMPUTHAW","CEBU","CEBU","COMMERCIAL REGULAR","70,000.00"
"MARIPOSA ST","","KAMPUTHAW","CEBU","CEBU","COMMERCIAL REGULAR","69,000.00"
"MARIPOSA ST","","KAMPUTHAW","CEBU","CEBU","RESIDENTIAL REGULAR","64,000.00"
"MIDDLE (MEDDLE)ROAD","","KAMPUTHAW","CEBU","CEBU","COMMERCIAL REGULAR","73,000.00"
"MIDDLE (MEDDLE)ROAD","","KAMPUTHAW","CEBU","CEBU","COMMERCIAL REGULAR","70,000.00"
"MOLAVE ST","","KAMPUTHAW","CEBU","CEBU","COMMERCIAL REGULAR","69,000.00"
"MOLAVE ST","","KAMPUTHAW","CEBU","CEBU","RESIDENTIAL REGULAR","64,000.00"
"MONTALBAN SUBD","","KAMPUTHAW","CEBU","CEBU","COMMERCIAL REGULAR","42,500.00"
"MONTALBAN SUBD","","KAMPUTHAW","CEBU","CEBU","RESIDENTIAL REGULAR","33,000.00"
"NC ESCARIO ST","J OSMENA -BRIDGE","KAMPUTHAW","CEBU","CEBU","COMMERCIAL REGULAR","73,000.00"
"NC ESCARIO ST","ESCARIO BRIDGE-GORORDO AVE","KAMPUTHAW","CEBU","CEBU","COMMERCIAL REGULAR","73,000.00"
"NC ESCARIO ST","GORORDO AVE- ARCH REYES AVE","KAMPUTHAW","CEBU","CEBU","COMMERCIAL REGULAR","70,000.00"
"NC ESCARIO EXT 1-3","","KAMPUTHAW","CEBU","CEBU","COMMERCIAL REGULAR","68,000.00"
"NC ESCARIO EXT 1-3","","KAMPUTHAW","CEBU","CEBU","RESIDENTIAL REGULAR","63,000.00"
"QUEENS ROAD","","KAMPUTHAW","CEBU","CEBU","COMMERCIAL REGULAR","71,000.00"
"QUEENS ROAD","","KAMPUTHAW","CEBU","CEBU","RESIDENTIAL REGULAR","65,000.00"
"QUEENS ROAD EXT","","KAMPUTHAW","CEBU","CEBU","COMMERCIAL REGULAR","71,000.00"
"R ABOITIZ","J OSMENA -GEN MAXILOM","KAMPUTHAW","CEBU","CEBU","COMMERCIAL REGULAR","69,000.00"
"R ABOITIZ","J OSMENA -GEN MAXILOM","KAMPUTHAW","CEBU","CEBU","RESIDENTIAL REGULAR","64,000.00"
"RD TO MAGELLAN HOTEL","","KAMPUTHAW","CEBU","CEBU","COMMERCIAL REGULAR","72,000.00"
"RD TO PERPETUAL SUC HOSP","","KAMPUTHAW","CEBU","CEBU","RESIDENTIAL REGULAR","90,000.00"
"RD TO PERPETUAL SUC HOSP","","KAMPUTHAW","CEBU","CEBU","COMMERCIAL REGULAR","73,000.00"
"ROAD TO PUROK","PUROK 8-J OSMENA","KAMPUTHAW","CEBU","CEBU","COMMERCIAL REGULAR","69,000.00"
"ROAD TO PUROK","PUROK 8-J OSMENA","KAMPUTHAW","CEBU","CEBU","RESIDENTIAL REGULAR","64,000.00"
"SANCIANGKO ST","ESCARIO-GORORDO","KAMPUTHAW","CEBU","CEBU","COMMERCIAL REGULAR","90,000.00"
"SUNRISE ST","","KAMPUTHAW","CEBU","CEBU","COMMERCIAL REGULAR","69,000.00"
"SUNRISE ST","","KAMPUTHAW","CEBU","CEBU","RESIDENTIAL REGULAR","64,000.00"
"UNCHUAN ST","","KAMPUTHAW","CEBU","CEBU","COMMERCIAL REGULAR","69,000.00"
"UNCHUAN ST","","KAMPUTHAW","CEBU","CEBU","RESIDENTIAL REGULAR","64,000.00"
"WALING-WALING","","KAMPUTHAW","CEBU","CEBU","RESIDENTIAL REGULAR","64,000.00"
"ALL OTHER STREETS","","KAMPUTHAW","CEBU","CEBU","COMMERCIAL REGULAR","34,000.00"
"ALL OTHER STREETS","","KAMPUTHAW","CEBU","CEBU","RESIDENTIAL REGULAR","29,000.00"
"ALU COMPOUND","","KAMPUTHAW","CEBU","CEBU","RESIDENTIAL REGULAR","43,500.00"
"CASING COMPOUND","","KAMPUTHAW","CEBU","CEBU","RESIDENTIAL REGULAR","42,500.00"
"DIGNOS COMPOUND","","KAMPUTHAW","CEBU","CEBU","RESIDENTIAL REGULAR","43,500.00"
"GONZALES COMPOUND","","KAMPUTHAW","CEBU","CEBU","RESIDENTIAL REGULAR","43,500.00"
"GONZALES SUBD","","KAMPUTHAW","CEBU","CEBU","RESIDENTIAL REGULAR","43,500.00"
"MARTINEZ COMPOUND","","KAMPUTHAW","CEBU","CEBU","COMMERCIAL CONDOMINIUM","173,500.00"
"MARTINEZ COMPOUND","","KAMPUTHAW","CEBU","CEBU","RESIDENTIAL REGULAR","43,500.00"
"CAPITOL RESIDENCES","JUANA OSMENA EXTN ROAD","KAMPUTHAW","CEBU","CEBU","RESIDENTIAL REGULAR","32,000.00"
"ALL OTHER SUBDIVISION","","KAMPUTHAW","CEBU","CEBU","RESIDENTIAL REGULAR","31,000.00"
"GOLDEN PEAK CONDO","","KAMPUTHAW","CEBU","CEBU","COMMERCIAL CONDOMINIUM","112,000.00"
"PARKING SLOT","","KAMPUTHAW","CEBU","CEBU","PARKING SLOT","74,000.00"
"RICHMOND PLAZA CENTER CONDOTEL","F. SOTTO DR.","KAMPUTHAW","CEBU","CEBU","RESIDENTIAL CONDOMINIUM","101,500.00"
"PARKING SLOT","","KAMPUTHAW","CEBU","CEBU","PARKING SLOT","45,000.00"
"TRINITY PLAZA TOWER CONDO","GORORDO AVE.","KAMPUTHAW","CEBU","CEBU","RESIDENTIAL CONDOMINIUM","86,000.00"
"SACRIS CONDOMINIUM","","KAMPUTHAW","CEBU","CEBU","RESIDENTIAL CONDOMINIUM","102,000.00"
"WINDLAND TOWER I,II,III","JUANA OSMENA EXTENSION","KAMPUTHAW","CEBU","CEBU","RESIDENTIAL CONDOMINIUM","71,000.00"
"YALI CONDOMINIUM","","KAMPUTHAW","CEBU","CEBU","RESIDENTIAL CONDOMINIUM","71,000.00"
"BASELINE RESIDENCES/BASELINE CENTER","JUANA OSMENA ST.","KAMPUTHAW","CEBU","CEBU","COMMERCIAL CONDOMINIUM","173,500.00"
"BASELINE RESIDENCES/BASELINE CENTER","JUANA OSMENA ST.","KAMPUTHAW","CEBU","CEBU","COMMERCIAL CONDOMINIUM","225,000.00"
"BASELINE RESIDENCES/BASELINE CENTER","JUANA OSMENA ST.","KAMPUTHAW","CEBU","CEBU","RESIDENTIAL CONDOMINIUM","146,000.00"
"PARKING SLOT","","KAMPUTHAW","CEBU","CEBU","PARKING SLOT","89,500.00"
"VISTA SUAREZ CONDO","GORORORDO AVE. COR. ESCARIO ST.","KAMPUTHAW","CEBU","CEBU","RESIDENTIAL CONDOMINIUM","146,000.00"
"PARKING SLOT","","KAMPUTHAW","CEBU","CEBU","PARKING SLOT","79,000.00"
"ST MARK CONDOTEL","","KAMPUTHAW","CEBU","CEBU","RESIDENTIAL CONDOMINIUM","135,000.00"
"GRAND CENIA TOWER","ARCHBISHOP REYES AVENUE","KAMPUTHAW","CEBU","CEBU","COMMERCIAL CONDOMINIUM","146,500.00"
"GRAND CENIA TOWER","ARCHBISHOP REYES AVENUE","KAMPUTHAW","CEBU","CEBU","RESIDENTIAL CONDOMINIUM","139,500.00"
"ATIELER RESIDENCES","","KAMPUTHAW","CEBU","CEBU","COMMERCIAL CONDOMINIUM","134,500.00"
"ATIELER RESIDENCES","","KAMPUTHAW","CEBU","CEBU","RESIDENTIAL CONDOMINIUM","117,500.00"
"ATIELER RESIDENCES","","KAMPUTHAW","CEBU","CEBU","PARKING SLOT","71,000.00"
"PARKING SPACE","","KAMPUTHAW","CEBU","CEBU","PARKING SLOT","79,000.00"
"AZALEA","GORORDO AVENUE","KAMPUTHAW","CEBU","CEBU","COMMERCIAL CONDOMINIUM","140,000.00"
"AZALEA","GORORDO AVENUE","KAMPUTHAW","CEBU","CEBU","RESIDENTIAL CONDOMINIUM","130,000.00"
"AZALEA","GORORDO AVENUE","KAMPUTHAW","CEBU","CEBU","PARKING SLOT","79,000.00"
